periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa),ndvi,kategori
202502,2025-02-27,DKI4,82.0,55.0,15.0,23.0,24.0,23.0,82.0,PM10,30.5,23.5,13.3,11.0,10.3,243,20.45,26.0,88,79,1006.9,29.5,243,98,69,100,8,12.2,4.1,3.2,1.1,1008.6,1004.3,,SEDANG
202502,2025-02-27,DKI5,29.0,111.0,24.0,21.0,34.0,8.0,111.0,PM25,30.3,23.5,6.5,12.0,7.9,270,21.05,26.5,86,76,1009.4,24.8,270,98,70,100,7,12.2,3.3,4.0,0.8,1011.1,1006.7,,TIDAK SEHAT
202502,2025-02-28,DKI1,44.0,57.0,33.0,13.0,10.0,23.0,57.0,PM25,30.6,24.4,8.3,7.0,8.5,264,22.47,27.0,84,74,1010.0,28.1,264,94,71,100,14,12.9,3.7,4.7,1.6,1011.6,1007.6,,SEDANG
202502,2025-02-28,DKI2,41.0,59.0,28.0,20.0,11.0,10.0,59.0,PM25,29.3,24.2,4.9,8.0,11.7,281,23.05,26.8,85,69,1009.8,32.4,281,94,71,100,15,15.4,4.6,2.9,0.5,1011.4,1007.4,,SEDANG
202502,2025-02-28,DKI3,34.0,61.0,61.0,11.0,25.0,20.0,61.0,PM25,30.4,22.7,11.3,15.0,9.9,231,21.5,26.1,87,73,1002.6,27.7,231,98,70,100,18,13.4,4.6,5.4,1.4,1004.3,1000.6,,SEDANG
202502,2025-02-28,DKI4,49.0,36.0,16.0,14.0,28.0,20.0,49.0,PM10,30.6,23.2,13.8,10.0,11.4,250,21.89,26.3,87,68,1006.7,29.2,250,96,70,100,17,13.8,4.6,7.2,1.5,1008.3,1004.4,,BAIK
202502,2025-02-28,DKI5,20.0,71.0,24.0,9.0,31.0,6.0,71.0,PM25,31.0,24.1,1.8,8.0,7.4,287,22.35,27.0,83,71,1009.1,24.1,287,95,69,100,15,11.6,3.0,3.6,0.2,1010.7,1006.8,,SEDANG
202503,2025-03-01,DKI1,36.0,59.0,29.0,16.0,11.0,33.0,59.0,PM25,30.0,25.1,5.1,8.0,8.4,338,20.82,27.3,85,97,1008.9,28.1,338,96,73,100,74,11.2,3.2,4.3,0.8,1011.2,1005.8,,SEDANG
202503,2025-03-01,DKI2,49.0,73.0,,,,,73.0,PM25,29.7,25.0,4.7,8.0,11.8,342,21.32,27.2,86,93,1008.6,32.8,342,95,75,100,43,13.7,4.1,1.8,0.3,1010.9,1005.5,,SEDANG
202503,2025-03-01,DKI3,26.0,58.0,58.0,11.0,20.0,24.0,58.0,PM25,30.4,23.1,7.4,6.0,10.3,257,21.17,26.4,87,96,1001.5,28.1,257,100,68,100,55,11.9,3.7,1.8,0.4,1003.9,998.5,,SEDANG
202503,2025-03-01,DKI4,48.0,25.0,16.0,11.0,32.0,18.0,48.0,PM10,30.8,23.5,7.9,8.0,9.3,252,20.84,26.6,88,96,1005.6,29.2,252,99,71,100,45,11.1,3.2,3.6,0.5,1007.9,1002.5,,BAIK
202503,2025-03-01,DKI5,10.0,59.0,17.0,9.0,28.0,6.0,59.0,PM25,30.4,24.7,3.7,8.0,7.5,27,20.81,27.2,85,96,1008.0,25.6,27,95,71,100,73,10.9,2.8,3.6,0.2,1010.2,1004.8,,SEDANG
202503,2025-03-02,DKI1,51.0,69.0,28.0,14.0,18.0,28.0,69.0,PM25,31.3,24.9,5.7,9.0,9.7,5,22.8,27.5,85,77,1007.6,29.5,5,97,67,100,3,12.5,3.7,6.1,0.2,1009.1,1005.2,,SEDANG
202503,2025-03-02,DKI2,51.0,68.0,30.0,16.0,25.0,7.0,68.0,PM25,30.5,25.2,3.5,9.0,12.7,345,23.42,27.4,86,78,1007.3,36.0,345,96,73,100,8,14.0,4.1,5.0,0.4,1008.8,1005.1,,SEDANG
202503,2025-03-02,DKI3,57.0,94.0,59.0,18.0,26.0,26.0,94.0,PM25,31.1,23.4,8.8,8.0,9.5,182,21.33,26.4,87,76,1000.3,27.7,182,96,69,100,4,14.0,4.7,6.8,1.2,1001.8,998.2,,SEDANG
202503,2025-03-02,DKI4,54.0,,16.0,14.0,32.0,20.0,54.0,PM10,31.6,24.2,13.2,9.0,8.1,141,22.08,26.8,86,78,1004.3,24.8,141,96,67,100,4,12.1,3.8,4.0,0.4,1005.8,1002.0,,SEDANG
202503,2025-03-02,DKI5,25.0,92.0,21.0,11.0,39.0,5.0,92.0,PM25,31.8,24.5,5.2,8.0,9.0,24,22.83,27.5,84,74,1006.7,28.4,24,96,65,100,9,12.4,3.4,4.3,0.5,1008.2,1004.3,,SEDANG
202503,2025-03-03,DKI1,35.0,55.0,27.0,14.0,15.0,30.0,55.0,PM25,30.9,24.8,22.7,15.0,7.7,235,17.48,26.9,86,78,1007.5,23.4,235,97,71,100,9,13.2,3.8,5.0,1.0,1009.2,1005.5,,SEDANG
202503,2025-03-03,DKI2,43.0,56.0,29.0,17.0,16.0,10.0,56.0,PM25,29.7,24.8,17.6,11.0,12.5,244,18.3,26.8,87,80,1007.3,33.1,244,96,76,100,7,16.2,5.2,3.6,0.5,1009.0,1005.3,,SEDANG
202503,2025-03-03,DKI3,24.0,53.0,59.0,10.0,24.0,14.0,59.0,SO2,30.9,23.5,25.7,11.0,10.0,210,16.76,26.1,88,79,1000.1,24.8,210,97,70,100,7,14.1,4.9,6.1,1.1,1002.0,998.1,,SEDANG
202503,2025-03-03,DKI4,37.0,32.0,15.0,10.0,30.0,16.0,37.0,PM10,30.9,23.8,26.6,13.0,9.9,233,16.7,26.5,87,80,1004.2,22.7,233,98,70,100,12,12.0,3.5,2.9,0.5,1006.1,1002.2,,BAIK
202503,2025-03-03,DKI5,12.0,54.0,16.0,7.0,42.0,4.0,54.0,PM25,31.2,24.7,19.1,15.0,6.8,222,17.62,26.8,86,78,1006.6,20.9,222,98,69,100,12,12.5,3.1,3.6,0.7,1008.4,1004.7,,SEDANG
202503,2025-03-04,DKI1,29.0,53.0,28.0,13.0,16.0,31.0,53.0,PM25,28.5,24.0,22.2,19.0,8.1,70,11.42,26.0,89,100,1007.8,23.8,70,98,78,100,96,11.6,3.7,6.1,1.3,1009.7,1005.9,,SEDANG
202503,2025-03-04,DKI2,32.0,51.0,30.0,15.0,18.0,7.0,51.0,PM25,27.7,24.4,21.9,18.0,10.3,84,9.65,25.9,90,100,1007.6,25.9,84,98,81,100,100,13.6,4.6,6.5,2.0,1009.4,1005.7,,SEDANG
202503,2025-03-04,DKI3,19.0,46.0,,,,,46.0,PM25,29.1,23.5,31.0,17.0,8.3,81,14.14,25.6,90,99,1000.4,24.8,81,100,74,100,84,14.4,5.1,6.1,2.7,1002.3,998.6,,BAIK
202503,2025-03-04,DKI4,26.0,25.0,15.0,8.0,19.0,19.0,26.0,PM10,28.1,23.8,20.3,18.0,7.0,76,11.47,25.5,92,100,1004.5,21.2,76,100,81,100,100,11.4,3.8,5.4,0.9,1006.4,1002.6,,BAIK
202503,2025-03-04,DKI5,,52.0,21.0,6.0,38.0,6.0,52.0,PM25,29.0,23.9,25.4,19.0,8.2,59,12.61,26.0,89,99,1006.9,23.8,59,98,77,100,85,11.9,3.6,4.0,1.5,1008.8,1005.0,,SEDANG
202503,2025-03-05,DKI1,43.0,61.0,32.0,15.0,10.0,37.0,61.0,PM25,31.2,24.1,10.2,13.0,10.0,62,20.31,27.3,86,73,1007.6,31.7,62,97,68,100,0,14.2,4.4,3.6,1.9,1009.5,1005.5,,SEDANG
202503,2025-03-05,DKI2,52.0,63.0,37.0,16.0,17.0,15.0,63.0,PM25,30.6,24.4,10.1,13.0,11.7,47,20.08,27.2,86,68,1007.4,34.2,47,95,71,100,4,15.7,5.0,4.3,1.3,1009.3,1005.3,,SEDANG
202503,2025-03-05,DKI3,39.0,65.0,60.0,13.0,22.0,37.0,65.0,PM25,30.6,23.5,4.8,8.0,11.4,100,21.43,26.5,87,67,1000.3,31.3,100,99,65,100,0,14.5,5.0,4.3,0.7,1002.1,998.3,,SEDANG
202503,2025-03-05,DKI4,55.0,38.0,18.0,10.0,24.0,15.0,55.0,PM10,30.9,24.0,10.8,13.0,8.9,87,20.2,26.7,87,72,1004.3,27.4,87,99,69,100,1,13.5,4.5,1.4,0.5,1006.2,1002.4,,SEDANG
202503,2025-03-05,DKI5,18.0,63.0,25.0,10.0,36.0,6.0,63.0,PM25,31.4,24.1,10.9,18.0,10.6,58,21.23,27.3,86,70,1006.7,31.7,58,96,68,100,0,13.5,4.0,2.9,0.9,1008.6,1004.6,,SEDANG
202503,2025-03-06,DKI1,54.0,81.0,32.0,20.0,16.0,42.0,81.0,PM25,31.9,24.4,14.9,7.0,11.4,239,21.86,27.2,84,63,1009.0,30.6,239,97,64,100,3,17.7,5.8,6.8,2.8,1010.9,1007.6,0.1478,SEDANG
202503,2025-03-06,DKI2,60.0,83.0,31.0,20.0,20.0,15.0,83.0,PM25,31.0,24.4,8.7,6.0,13.9,241,23.05,27.1,84,64,1008.7,36.4,241,94,69,100,3,21.2,7.8,5.4,2.5,1010.6,1007.3,0.2176,SEDANG
202503,2025-03-06,DKI3,59.0,99.0,60.0,19.0,23.0,59.0,99.0,PM25,31.6,23.1,16.4,10.0,13.3,233,22.68,26.5,85,70,1001.7,31.7,233,98,64,100,2,18.6,6.8,8.6,2.3,1003.4,1000.3,0.4376,SEDANG
202503,2025-03-06,DKI4,59.0,55.0,16.0,16.0,32.0,16.0,59.0,PM10,31.6,23.9,20.7,8.0,11.4,243,23.2,26.9,84,64,1005.7,27.4,243,97,65,100,0,16.2,5.7,4.7,2.2,1007.4,1004.2,0.4147,SEDANG
202503,2025-03-06,DKI5,30.0,90.0,25.0,11.0,39.0,4.0,90.0,PM25,31.8,24.4,23.1,8.0,13.2,242,20.64,27.1,84,66,1008.1,31.7,242,97,64,100,2,16.3,5.3,5.4,2.1,1010.2,1006.7,0.3168,SEDANG
202503,2025-03-07,DKI1,25.0,34.0,28.0,8.0,14.0,15.0,34.0,PM25,31.8,24.2,4.7,10.0,14.7,243,18.8,27.4,81,100,1007.9,33.8,243,95,63,100,100,21.5,7.4,3.6,1.5,1010.3,1005.1,,BAIK
202503,2025-03-07,DKI2,31.0,34.0,28.0,13.0,15.0,12.0,34.0,PM25,31.5,24.4,8.0,11.0,16.7,237,19.45,27.2,82,99,1007.7,37.8,237,94,65,100,82,25.5,9.3,6.5,1.5,1010.0,1004.9,,BAIK
202503,2025-03-07,DKI3,29.0,52.0,58.0,7.0,16.0,10.0,58.0,SO2,32.0,23.2,4.5,10.0,13.6,235,18.37,26.8,83,100,1000.6,26.6,235,97,58,100,100,19.1,7.4,1.4,0.3,1002.7,997.9,,SEDANG
202503,2025-03-07,DKI4,32.0,25.0,15.0,7.0,22.0,12.0,32.0,PM10,32.6,23.8,3.5,10.0,14.2,249,18.4,27.1,82,100,1004.6,31.3,249,96,56,100,98,19.5,7.9,4.3,0.3,1006.6,1001.9,,BAIK
202503,2025-03-07,DKI5,15.0,28.0,17.0,2.0,24.0,2.0,28.0,PM25,31.2,24.2,7.2,10.0,16.5,244,18.74,27.3,82,100,1007.1,34.9,244,96,66,100,99,22.6,8.1,2.5,0.4,1009.4,1004.4,,BAIK
202503,2025-03-08,DKI1,44.0,72.0,31.0,15.0,18.0,27.0,72.0,PM25,31.8,24.9,11.1,11.0,11.0,284,18.94,26.9,85,99,1007.3,29.2,284,94,65,100,92,15.8,5.0,7.2,1.4,1009.7,1005.5,,SEDANG
202503,2025-03-08,DKI2,51.0,67.0,31.0,17.0,22.0,8.0,67.0,PM25,30.5,25.0,3.8,8.0,11.7,295,19.65,26.8,86,100,1007.0,32.8,295,93,73,100,95,17.1,5.5,6.8,0.6,1009.5,1005.0,,SEDANG
202503,2025-03-08,DKI3,42.0,72.0,60.0,9.0,17.0,25.0,72.0,PM25,31.1,23.6,27.5,13.0,10.6,181,16.46,25.8,90,98,999.9,29.5,181,98,69,100,78,14.0,4.3,7.6,0.4,1002.3,998.4,,SEDANG
202503,2025-03-08,DKI4,52.0,54.0,18.0,11.0,28.0,18.0,54.0,PM25,31.6,24.3,18.1,11.0,9.4,73,17.39,26.3,88,98,1004.0,28.4,73,97,68,100,80,14.5,5.0,5.0,0.5,1006.4,1002.3,,SEDANG
202503,2025-03-08,DKI5,12.0,61.0,19.0,4.0,29.0,2.0,61.0,PM25,32.0,24.5,14.1,11.0,10.4,255,19.13,26.8,85,100,1006.4,30.6,255,94,65,100,95,15.6,4.6,6.8,0.2,1008.9,1004.6,,SEDANG
202503,2025-03-09,DKI1,47.0,70.0,29.0,15.0,17.0,34.0,70.0,PM25,28.2,23.7,15.1,18.0,8.4,62,12.24,25.9,88,100,1009.3,24.8,62,97,78,100,99,13.1,3.9,6.5,1.5,1011.0,1007.5,,SEDANG
202503,2025-03-09,DKI2,59.0,75.0,34.0,23.0,15.0,11.0,75.0,PM25,28.0,23.8,10.5,20.0,9.9,46,13.8,25.8,89,100,1009.1,29.9,46,96,79,100,100,15.9,5.1,6.8,0.4,1010.8,1007.3,,SEDANG
202503,2025-03-09,DKI3,35.0,58.0,,,,,58.0,PM25,28.4,23.0,13.8,17.0,8.4,95,10.5,25.2,91,99,1001.9,27.4,95,99,78,100,90,12.5,4.0,4.0,1.4,1003.6,1000.3,,SEDANG
202503,2025-03-09,DKI4,53.0,44.0,16.0,15.0,21.0,18.0,53.0,PM10,28.5,23.2,13.0,16.0,7.9,109,11.24,25.4,90,100,1006.0,23.4,109,98,77,100,100,11.7,3.8,4.3,1.1,1007.6,1004.2,,SEDANG
202503,2025-03-09,DKI5,27.0,75.0,20.0,12.0,30.0,4.0,75.0,PM25,28.5,23.6,7.0,16.0,8.5,70,12.01,26.0,88,100,1008.4,24.5,70,96,78,100,100,12.4,3.5,5.8,0.9,1010.1,1006.6,,SEDANG
202503,2025-03-10,DKI1,43.0,64.0,27.0,17.0,11.0,34.0,64.0,PM25,29.6,23.7,13.8,6.0,6.9,87,16.57,26.4,88,100,1009.7,24.5,87,98,75,100,98,12.0,3.7,2.2,0.4,1011.7,1007.8,,SEDANG
202503,2025-03-10,DKI2,51.0,69.0,31.0,22.0,15.0,15.0,69.0,PM25,29.5,24.4,4.2,6.0,9.6,84,16.75,26.3,88,99,1009.4,28.8,84,96,75,100,92,14.5,4.7,3.6,0.6,1011.5,1007.7,,SEDANG
202503,2025-03-10,DKI3,42.0,67.0,,,,,67.0,PM25,29.3,23.0,7.9,8.0,8.9,100,18.03,25.8,89,99,1002.3,26.3,100,100,73,100,89,13.3,4.4,1.4,0.4,1004.4,1000.3,,SEDANG
202503,2025-03-10,DKI4,48.0,40.0,,,,,48.0,PM10,29.9,23.2,10.8,8.0,9.9,92,17.16,25.8,89,98,1006.4,24.1,92,99,73,100,72,12.1,4.0,2.5,0.6,1008.4,1004.6,,BAIK
202503,2025-03-10,DKI5,10.0,77.0,16.0,15.0,29.0,4.0,77.0,PM25,29.5,24.0,6.9,6.0,6.6,88,16.5,26.5,87,100,1008.7,24.1,88,96,74,100,97,12.1,3.5,1.8,0.6,1010.8,1006.8,,SEDANG
202503,2025-03-11,DKI1,56.0,,,,,,56.0,PM10,30.8,25.2,9.6,9.0,8.8,180,20.69,27.6,82,72,1008.7,27.4,180,92,66,100,12,11.7,3.4,1.1,0.2,1010.4,1006.5,,SEDANG
202503,2025-03-11,DKI2,,,,,,,0.0,,30.4,25.0,6.7,10.0,9.5,333,20.86,27.5,85,76,1008.5,31.0,333,94,69,100,16,14.4,4.6,5.4,0.2,1010.3,1006.4,,TIDAK ADA DATA
202503,2025-03-11,DKI3,59.0,87.0,,,,,87.0,PM25,30.4,23.9,11.0,7.0,7.2,249,20.65,26.6,85,68,1001.4,29.9,249,96,65,100,4,12.4,3.6,1.8,0.6,1003.2,999.3,,SEDANG
202503,2025-03-11,DKI4,,68.0,,,,,68.0,PM25,30.6,24.4,8.9,9.0,9.0,208,20.48,27.0,84,72,1005.4,26.6,208,95,66,100,5,12.3,3.9,2.5,0.5,1007.2,1003.2,,SEDANG
202503,2025-03-11,DKI5,9.0,100.0,23.0,19.0,27.0,5.0,100.0,PM25,30.6,25.0,11.8,10.0,7.8,354,20.62,27.5,83,71,1007.8,25.9,354,93,66,100,17,11.3,3.0,2.5,0.6,1009.6,1005.5,,SEDANG
202503,2025-03-12,DKI1,39.0,62.0,42.0,15.0,13.0,37.0,62.0,PM25,31.1,23.5,16.8,16.0,9.6,262,19.18,26.9,86,98,1008.4,23.4,262,99,70,100,80,14.5,4.1,2.9,0.4,1010.2,1005.4,,SEDANG
202503,2025-03-12,DKI2,37.0,56.0,31.0,14.0,13.0,10.0,56.0,PM25,30.2,23.8,15.5,16.0,13.4,281,19.51,26.9,87,98,1008.2,31.7,281,97,74,100,74,19.4,6.5,7.9,1.7,1010.0,1005.1,,SEDANG
202503,2025-03-12,DKI3,40.0,64.0,59.0,16.0,22.0,46.0,64.0,PM25,31.1,22.9,29.7,15.0,9.6,278,18.93,26.5,87,97,1001.0,26.6,278,97,69,100,70,15.5,4.9,4.0,1.0,1002.8,998.2,,SEDANG
202503,2025-03-12,DKI4,46.0,50.0,20.0,9.0,29.0,19.0,50.0,PM25,30.9,23.0,24.3,17.0,10.7,273,18.75,26.6,86,97,1005.1,25.2,273,97,70,100,54,15.1,5.0,2.5,0.3,1007.0,1002.4,,BAIK
202503,2025-03-12,DKI5,5.0,54.0,47.0,3.0,28.0,4.0,54.0,PM25,31.6,23.4,29.8,17.0,10.6,256,19.46,26.9,86,98,1007.5,25.2,256,98,68,100,81,13.9,3.9,3.6,0.5,1009.3,1004.5,,SEDANG
202503,2025-03-13,DKI1,49.0,71.0,37.0,15.0,12.0,38.0,71.0,PM25,31.8,24.9,2.2,9.0,8.1,286,21.31,27.8,83,92,1007.8,28.8,286,96,68,100,55,14.1,4.3,5.4,1.8,1009.9,1005.0,,SEDANG
202503,2025-03-13,DKI2,48.0,58.0,31.0,14.0,13.0,11.0,58.0,PM25,30.5,25.6,4.9,13.0,12.5,290,21.88,27.9,84,88,1007.6,37.1,290,95,73,100,34,21.2,7.7,9.0,2.0,1009.6,1004.7,,SEDANG
202503,2025-03-13,DKI3,50.0,86.0,63.0,12.0,22.0,35.0,86.0,PM25,31.6,24.0,4.4,9.0,12.1,281,21.38,27.3,86,93,1000.5,32.8,281,100,65,100,66,14.3,4.5,2.9,0.3,1002.6,997.5,,SEDANG
202503,2025-03-13,DKI4,54.0,55.0,21.0,11.0,25.0,22.0,55.0,PM25,31.6,24.2,7.9,7.0,8.1,277,21.67,27.4,86,92,1004.5,28.8,277,98,70,100,60,13.2,3.9,2.2,0.9,1006.6,1001.7,,SEDANG
202503,2025-03-13,DKI5,8.0,73.0,53.0,4.0,35.0,4.0,73.0,PM25,32.0,24.8,5.1,10.0,7.9,284,20.95,27.8,84,91,1006.9,28.1,284,96,67,100,52,14.2,4.2,5.0,1.3,1008.9,1004.1,,SEDANG
202503,2025-03-14,DKI1,43.0,59.0,31.0,12.0,10.0,23.0,59.0,PM25,31.8,24.8,14.2,6.0,13.7,260,21.53,27.4,82,94,1008.6,36.4,260,94,63,100,35,19.1,7.0,7.2,3.1,1010.7,1007.2,,SEDANG
202503,2025-03-14,DKI2,51.0,62.0,30.0,16.0,12.0,13.0,62.0,PM25,31.4,25.0,11.2,5.0,13.3,255,22.2,27.4,83,97,1008.4,36.4,255,92,66,100,86,21.8,8.4,10.1,4.2,1010.4,1006.9,,SEDANG
202503,2025-03-14,DKI3,40.0,63.0,58.0,11.0,12.0,32.0,63.0,PM25,31.3,23.3,4.4,4.0,18.8,263,22.97,26.7,85,94,1001.3,43.2,263,99,66,100,46,18.6,7.3,3.2,1.0,1003.3,999.8,,SEDANG
202503,2025-03-14,DKI4,52.0,43.0,17.0,9.0,18.0,12.0,52.0,PM10,31.6,24.0,4.6,5.0,13.7,268,22.24,27.1,85,99,1005.3,40.0,268,100,63,100,86,16.0,5.7,2.9,0.5,1007.4,1003.9,,SEDANG
202503,2025-03-14,DKI5,,58.0,22.0,4.0,23.0,2.0,58.0,PM25,31.8,24.5,15.0,5.0,14.9,259,21.17,27.3,82,94,1007.7,37.4,259,93,63,100,24,21.0,7.5,9.0,4.0,1009.9,1006.2,,SEDANG
202503,2025-03-15,DKI1,27.0,47.0,29.0,10.0,9.0,14.0,47.0,PM25,30.2,25.4,23.9,14.0,16.3,272,15.16,26.3,85,100,1009.4,40.3,272,93,72,100,100,25.1,9.5,16.2,6.2,1010.4,1008.2,,BAIK
202503,2025-03-15,DKI2,26.0,37.0,28.0,14.0,11.0,14.0,37.0,PM25,29.1,25.4,20.2,14.0,21.5,267,15.72,26.3,85,100,1009.2,50.8,267,92,75,100,98,30.3,12.2,20.2,8.8,1010.3,1007.9,,BAIK
202503,2025-03-15,DKI3,42.0,65.0,59.0,6.0,8.0,20.0,65.0,PM25,29.0,24.5,23.9,13.0,16.4,269,14.31,25.8,87,100,1002.0,38.5,269,93,74,100,98,25.5,11.3,13.7,7.7,1003.0,1000.9,,SEDANG
202503,2025-03-15,DKI4,29.0,31.0,16.0,6.0,11.0,6.0,31.0,PM25,30.1,24.8,18.5,14.0,15.5,274,16.13,26.0,87,100,1006.0,36.7,274,93,73,100,100,23.5,10.2,15.8,7.7,1007.1,1004.9,,BAIK
202503,2025-03-15,DKI5,21.0,25.0,17.0,2.0,19.0,1.0,25.0,PM25,30.4,25.0,30.9,14.0,15.2,269,14.0,26.2,86,100,1008.6,37.1,269,94,71,100,99,25.2,9.6,16.9,5.6,1009.6,1007.4,,BAIK
202503,2025-03-16,DKI1,26.0,44.0,28.0,10.0,9.0,13.0,44.0,PM25,30.6,24.7,11.3,10.0,13.9,269,17.61,27.0,82,96,1008.1,41.8,269,89,70,100,44,22.0,8.4,10.8,5.6,1009.8,1006.4,,BAIK
202503,2025-03-16,DKI2,31.0,47.0,,,,,47.0,PM25,29.8,25.0,14.4,14.0,13.8,267,16.88,26.9,84,97,1007.9,39.2,267,88,74,100,70,25.7,10.2,13.7,6.4,1009.5,1006.1,,BAIK
202503,2025-03-16,DKI3,32.0,53.0,58.0,8.0,8.0,,58.0,SO2,29.7,23.5,4.3,6.0,18.5,261,16.85,26.2,83,100,1000.7,42.5,261,93,68,100,94,24.1,10.6,11.9,5.3,1002.3,999.2,,SEDANG
202503,2025-03-16,DKI4,28.0,26.0,16.0,8.0,10.0,7.0,28.0,PM10,29.8,23.9,9.3,10.0,17.7,266,16.69,26.4,83,96,1004.8,41.4,266,92,71,100,68,22.4,9.3,12.2,4.2,1006.5,1003.1,,BAIK
202503,2025-03-16,DKI5,27.0,47.0,16.0,4.0,13.0,1.0,47.0,PM25,30.5,24.7,11.4,11.0,15.0,266,17.6,26.9,83,97,1007.2,39.6,266,90,71,100,46,22.8,8.6,8.3,3.7,1008.9,1005.6,,BAIK
202503,2025-03-17,DKI1,37.0,57.0,33.0,13.0,6.0,20.0,57.0,PM25,29.7,23.5,33.9,21.0,12.6,295,18.09,25.7,88,100,1008.2,35.3,295,98,73,100,96,20.9,6.9,9.4,2.5,1010.8,1006.1,,SEDANG
202503,2025-03-17,DKI2,36.0,49.0,29.0,14.0,10.0,15.0,49.0,PM25,28.9,24.1,34.0,22.0,16.6,299,18.02,25.9,88,100,1007.9,45.0,299,96,75,100,99,27.4,10.3,13.0,3.7,1010.5,1006.0,,BAIK
202503,2025-03-17,DKI3,39.0,70.0,57.0,11.0,7.0,37.0,70.0,PM25,30.0,23.4,37.0,20.0,17.0,297,17.51,25.3,89,100,1000.8,37.8,297,98,69,100,95,22.0,8.1,10.4,3.1,1003.5,998.9,,SEDANG
202503,2025-03-17,DKI4,,,,,,,0.0,,29.8,23.0,39.3,19.0,15.0,292,18.11,25.4,89,100,1004.8,34.9,292,100,72,100,95,20.7,7.7,8.3,3.7,1007.5,1002.9,,TIDAK ADA DATA
202503,2025-03-17,DKI5,20.0,63.0,30.0,8.0,16.0,2.0,63.0,PM25,30.0,23.4,36.3,20.0,12.5,296,18.1,25.8,88,99,1007.2,37.1,296,99,72,100,87,19.9,6.5,7.9,2.2,1009.9,1005.2,,SEDANG
202503,2025-03-18,DKI1,18.0,40.0,27.0,11.0,13.0,22.0,40.0,PM25,29.5,23.0,19.5,16.0,8.6,246,11.66,25.9,86,100,1009.8,27.0,246,99,68,100,100,17.3,5.2,10.8,1.0,1011.9,1007.6,,BAIK
202503,2025-03-18,DKI2,25.0,29.0,28.0,15.0,12.0,12.0,29.0,PM25,28.8,23.6,22.4,17.0,12.4,259,10.61,25.8,87,100,1009.5,27.0,259,97,72,100,98,19.0,6.2,9.7,1.0,1011.7,1007.4,,BAIK
202503,2025-03-18,DKI3,20.0,40.0,55.0,7.0,13.0,21.0,55.0,SO2,29.2,23.2,12.9,17.0,11.9,278,15.84,25.7,87,99,1002.4,31.7,278,99,68,100,83,18.5,5.6,4.3,1.5,1004.8,1000.2,,SEDANG
202503,2025-03-18,DKI4,26.0,20.0,16.0,8.0,19.0,15.0,26.0,PM10,29.2,22.8,23.8,15.0,9.1,275,12.38,25.6,87,100,1006.5,31.0,275,100,68,100,100,16.7,5.2,3.2,0.7,1008.9,1004.3,,BAIK
202503,2025-03-18,DKI5,16.0,21.0,16.0,4.0,28.0,11.0,28.0,O3,29.6,23.0,20.8,18.0,7.2,239,12.77,25.9,87,100,1008.8,28.4,239,99,67,100,94,18.2,5.2,10.8,1.7,1010.9,1006.6,,BAIK
202503,2025-03-19,DKI1,30.0,54.0,31.0,12.0,13.0,31.0,54.0,PM25,31.3,23.4,24.5,13.0,11.1,273,19.93,26.4,85,99,1011.0,33.5,273,99,63,100,92,19.3,6.4,5.4,1.8,1013.3,1008.9,,SEDANG
202503,2025-03-19,DKI2,32.0,52.0,29.0,15.0,13.0,9.0,52.0,PM25,30.8,23.6,7.9,14.0,16.1,275,20.56,26.5,85,99,1010.7,37.1,275,98,64,100,89,23.6,8.9,5.8,2.1,1013.1,1008.8,,SEDANG
202503,2025-03-19,DKI3,23.0,39.0,17.0,6.0,17.0,15.0,39.0,PM25,30.8,23.1,3.3,10.0,14.0,276,20.46,26.1,85,100,1003.5,38.5,276,99,64,100,95,22.2,8.6,10.1,1.8,1005.9,1001.4,,BAIK
202503,2025-03-19,DKI4,24.0,24.0,16.0,8.0,22.0,16.0,24.0,PM10,31.3,23.3,12.5,14.0,12.2,276,19.47,26.2,85,100,1007.6,34.9,276,98,63,100,95,20.6,7.7,6.1,1.2,1009.9,1005.3,,BAIK
202503,2025-03-19,DKI5,27.0,38.0,19.0,6.0,24.0,11.0,38.0,PM25,31.3,23.3,29.4,16.0,9.9,269,19.97,26.4,86,99,1010.1,33.1,269,98,63,100,80,19.3,6.5,5.0,2.1,1012.5,1008.0,,BAIK
202503,2025-03-20,DKI1,59.0,60.0,36.0,12.0,16.0,31.0,60.0,PM25,30.2,24.5,0.9,5.0,13.7,285,18.63,27.4,81,95,1011.0,37.8,285,94,67,100,25,19.9,7.0,3.2,1.5,1013.0,1008.9,,SEDANG
